"NCT ID",Title,Phase,"Date Added",Location,"Immunotherapy-centered Trial","Prior Immunotherapy Allowed","CRC-directed Trial","Program Status",Drugs
NCT03435640,"A Study of NKTR-262 in Combination With Bempegaldesleukin (NKTR-214) and With Bempegaldesleukin Plus Nivolumab in Patients With Locally Advanced or Metastatic Solid Tumor Malignancies","Phase 1",2018-02-19,"HonorHealth, Scottsdale, Arizona, 85258, United States
UC San Diego Moores Cancer Center, La Jolla, California, 92093, United States
H Lee Moffitt Cancer Center and Research Institute, Tampa, Florida, 33612, United States
Emory University Hospital, Atlanta, Georgia, 30322, United States
University of Kansas Hospital, Kansas City, Kansas, 66160, United States
Henry Ford Hospital, Detroit, Michigan, 48202, United States
University of Minnesota, Minneapolis, Minnesota, 55455, United States
Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States
Duke Cancer Institute, Durham, North Carolina, 27710, United States
Cleveland Clinic, Cleveland, Ohio, 44195, United States
Providence Portland Medical Center, Portland, Oregon, 97213, United States
University of Texas Southwestern Medical Center, Dallas, Texas, 72501, United States
MD Anderson Cancer Center, Houston, Texas, 77030, United States
Seattle Cancer Care Alliance, Seattle, Washington, 98109, United States
",Yes,Yes,Yes,"Active, not recruiting","bempegaldesleukin, Nivolumab, NKTR-262"
NCT03436563,"M7824 in Patients With Metastatic Colorectal Cancer or With Advanced Solid Tumors With Microsatellite Instability","Phase 1/Phase 2",2018-02-19,"M D Anderson Cancer Center, Houston, Texas, 77030, United States
",Yes,No,Yes,"Active, not recruiting","Anti-PD-L1/TGFbetaRII Fusion Protein M7824"
NCT03440437,"FS118 First in Human Study in Patients With Advanced Malignancies","Phase 1/Phase 2",2018-02-22,"University of California Los Angeles (UCLA), Recruiting, Los Angeles, California, 90095, United States
Yale University School of Medicine, Active, not recruiting, New Haven, Connecticut, 06520, United States
Emory Healthcare, Recruiting, Atlanta, Georgia, 30322, United States
University of Cincinnati, Recruiting, Cincinnati, Ohio, 45219, United States
University of Pennsylvania, Recruiting, Philadelphia, Pennsylvania, 19104, United States
MD Anderson Cancer Center, Recruiting, Houston, Texas, 77030, United States
South Texas Accelerated Research Therapeutics, Recruiting, San Antonio, Texas, 78229, United States
",Yes,Yes,No,Recruiting,FS118
NCT03442569,"PhII Trial Panitumumab, Nivolumab, Ipilimumab in Kras/Nras/BRAF Wild-type MSS Refractory mCRC","Phase 2",2018-02-22,"Moffitt Cancer Center, Tampa, Florida, 33612, United States
Indiana University Health Melvin and Bren Simon Cancer Center, Indianapolis, Indiana, 46202, United States
University of North Carolina at Chapel Hill Lineberger Comprehensive Cancer Center, Chapel Hill, North Carolina, 27509, United States
Vanderbilt University Medical Center, Nashville, Tennessee, 37232, United States
University of Washington - Seattle Cancer Care Alliance, Seattle, Washington, 98109, United States
",Yes,No,Yes,"Active, not recruiting","Opdivo, Vectibex, Yervoy, Ipilimumab, Nivolumab, panitumumab"
NCT03444753,"An Investigational Immunotherapy Study of BMS-986299 Alone and in Combination With Nivolumab and Ipilimumab in Participants With Solid Cancers That Have Spread or Cannot be Removed","Phase 1",2018-02-23,"University Of California San Diego Moores Cancer Center, Recruiting, La Jolla, California, 92093-0698, United States
Local Institution, Not yet recruiting, Orange, California, 92868, United States
University of California Davis Medical Center, Recruiting, Sacramento, California, 95817, United States
Local Institution, Not yet recruiting, New Haven, Connecticut, 06520, United States
Local Institution, Not yet recruiting, Detroit, Michigan, 48202, United States
Washington University, Completed, Saint Louis, Missouri, 63110, United States
Local Institution, Not yet recruiting, Portland, Oregon, 97239, United States
Local Institution, Not yet recruiting, Pittsburgh, Pennsylvania, 15232-1305, United States
MD Anderson Cancer Center, Active, not recruiting, Houston, Texas, 77030, United States
",Yes,Yes,No,Recruiting,"BMS-986299, Opdivo, Yervoy, BMS-986299, Ipilimumab, Nivolumab"
NCT03446040,"An Investigational Immunotherapy Study of BMS-986258 Alone and in Combination With Nivolumab in Participants With Solid Cancers That Are Advanced or Have Spread","Phase 1/Phase 2",2018-02-26,"Hoag Memorial Hospital Presbyterian, Los Angeles, California, 90033, United States
Usc/Norris Comprehensive Cancer Center, Los Angeles, California, 90033, United States
University Of Colorado, Aurora, Colorado, 80045, United States
Local Institution, New Haven, Connecticut, 06520, United States
Local Institution, Iowa City, Iowa, 52242, United States
Local Institution, Ann Arbor, Michigan, 48109-5912, United States
START Midwest, Grand Rapids, Michigan, 49546, United States
University of Cincinnati Medical Center, Cincinnati, Ohio, 45267, United States
University Of Pittsburgh Medical Center, Pittsburgh, Pennsylvania, 15232, United States
The West Clinic, P.C., Germantown, Tennessee, 38138, United States
Local Institution, Westmead, New South Wales, 2145, Australia
Local Institution, Heidelberg, Victoria, 3084, Australia
Local Institution, Edmonton, Alberta, T6X 1E8, Canada
Local Institution, Vancouver, British Columbia, V5Z 4E6, Canada
Local Institution, Kobe-shi, Hyogo, 6500017, Japan
Local Institution, Chuo-ku, Tokyo, 1040045, Japan
",Yes,Yes,Yes,"Active, not recruiting","BMS-986258, Nivolumab, rHuPH20"
NCT03475004,"Study of Pembrolizumab, Binimetinib, and Bevacizumab in Patients With Refractory Colorectal Cancer","Phase 2",2018-03-23,"Universtiy of Colorado, Aurora, Colorado, 80045, United States
",No,No,Yes,"Active, not recruiting","Pembrolizumab, Bevacizumab, and Binimetinib"
NCT03476681,"Study of NEO-201 in Solid Tumors Expansion Cohorts","Phase 1, Phase 2",2018-03-26,"National Cancer Institute, Recruiting, Bethesda, Maryland, 20892, United States
",No,Yes,No,Recruiting,"NEO-201 in combination with pembrolizumab"
NCT03477019,"Ultrasound-enhanced Delivery of Chemotherapy to Patients With Liver Metastasis From Breast- and Colorectal Cancer","Phase 1/Phase 2",2018-03-26,"St.Olavs Hospital, Recruiting, Trondheim, Norway
",No,No,Yes,Recruiting,SonoVue
NCT03486301,"BDB001-101: Clinical Study of BDB001 as a Mono-therapy or in Combination With Pembrolizumab","Phase 1",2018-04-03,"Florida Cancer Specialists, Sarasota, Florida, 34230, United States
Atlantic Health, Morristown, New Jersey, 07960, United States
Tennessee Oncology, Nashville, Tennessee, 37203, United States
NEXT Oncology, San Antonio, Texas, 78229, United States
South Texas Accelerated Research Therapeutics (START), San Antonio, Texas, 78229, United States
",Yes,Yes,No,"Active, not recruiting","BDB001, Pembrolizumab"
NCT03488953,"Living Donor Liver Transplantation With Two Stage Hepatectomy for Patients With Isolated, Irresectable Colorectal Liver Metastases","Not Applicable",2018-04-05,"Jena University Hospital, Recruiting, Jena, 07747, Germany
University Hospital Tübingen, Recruiting, Tübingen, 72076, Germany
",No,No,Yes,Recruiting,
NCT03493945,"Phase I/II Study of Immunotherapy Combination BN-Brachyury Vaccine, M7824, N-803 and Epacadostat (QuEST1)","Phase 1, Phase 2",2018-04-11,"National Institutes of Health Clinical Center, Recruiting, Bethesda, Maryland, 20892, United States
",No,Yes,No,Recruiting,"Epacadostat, FPV-Brachyury, M7824, MVA-BN-Brachyury, N-803"
NCT03494946,"Liver Transplantation Compared to Chemotherapy in Patients With ColoRectal Cancer","Not Applicable",2018-04-11,"Oslo University Hospital, Recruiting, Oslo, Norway
",No,No,Yes,Recruiting,Chemotherapy
NCT03502733,"Testing the Combination of Copanlisib, Nivolumab and Ipilimumab in Patients With Advanced Cancer and Lymphoma","Phase 1",2018-04-19,"National Cancer Institute Developmental Therapeutics Clinic, Bethesda, Maryland, 20892, United States
National Institutes of Health Clinical Center, Bethesda, Maryland, 20892, United States
M D Anderson Cancer Center, Houston, Texas, 77030, United States
",No,Yes,No,"Active, not recruiting","Aliqopa, Opdivo, Copanlisib, Ipilimumab, Nivolumab"
NCT03519412,"Pembrolizumab in MMR-Proficient Metastatic Colorectal Cancer Pharmacologically Primed to Trigger Hypermutation Status","Phase 2",2018-05-09,"Grande Ospedale Metropolitano Niguarda, Recruiting, Milano, Italy
Istituto Europeo di Oncologia, Recruiting, Milano, Italy
Istituto Nazionale Tumori di Milano, Recruiting, Milano, Italy
Istituto Clinico Humanitas, Recruiting, Rozzano, Italy
",Yes,No,Yes,Recruiting,"Keytruda, Temodar, pembrolizumab (treatment), temozolomide (induction),"
NCT03530397,"A Study to Evaluate MEDI5752 in Subjects With Advanced Solid Tumors","Phase 1",2018-05-21,"Research Site, Recruiting, Detroit, Michigan, 48202, United States
Research Site, Recruiting, New York, New York, 10065, United States
Research Site, Recruiting, Chapel Hill, North Carolina, 27599, United States
Research Site, Recruiting, Providence, Rhode Island, 02903, United States
Research Site, Recruiting, Chattanooga, Tennessee, 37404, United States
Research Site, Recruiting, Nashville, Tennessee, 37203, United States
Research Site, Withdrawn, Houston, Texas, 77230, United States
Research Site, Withdrawn, Heidelberg, 3084, Australia
Research Site, Active, not recruiting, Melbourne, 3000, Australia
Research Site, Active, not recruiting, Melbourne, 3004, Australia
Research Site, Active, not recruiting, Randwick, 2031, Australia
Research Site, Recruiting, Bordeaux Cedex, 33075, France
Research Site, Recruiting, Lyon, 69373, France
Research Site, Recruiting, Villejuif Cedex, 94805, France
Research Site, Recruiting, Meldola, 47014, Italy
Research Site, Recruiting, Napoli, 80131, Italy
Research Site, Withdrawn, Parma, 43126, Italy
Research Site, Recruiting, Ravenna, 48121, Italy
Research Site, Recruiting, Roma, 168, Italy
Research Site, Recruiting, Cheongju-si, 28644, Korea, Republic of
Research Site, Recruiting, Gyeonggi-do, 13620, Korea, Republic of
Research Site, Recruiting, Incheon, 21565, Korea, Republic of
Research Site, Recruiting, Seoul, 03080, Korea, Republic of
Research Site, Recruiting, Seoul, 03722, Korea, Republic of
Research Site, Recruiting, Seoul, 05505, Korea, Republic of
Research Site, Recruiting, Seoul, 06351, Korea, Republic of
Research Site, Recruiting, Amsterdam, 1066 CX, Netherlands
Research Site, Recruiting, Lisboa, 1649-035, Portugal
Research Site, Recruiting, Porto, 4200-072, Portugal
Research Site, Recruiting, A Coruna, 15006, Spain
Research Site, Recruiting, Barcelona, 08003, Spain
Research Site, Recruiting, Barcelona, 08028, Spain
Research Site, Recruiting, Barcelona, 08035, Spain
Research Site, Recruiting, Barcelona, 08041, Spain
Research Site, Recruiting, Barcelona, 08916, Spain
Research Site, Recruiting, Majadahonda, 28222, Spain
Research Site, Recruiting, Malaga, 29010, Spain
Research Site, Recruiting, Pamplona, 31008, Spain
Research Site, Recruiting, Valencia, 46010, Spain
Research Site, Recruiting, Taichung, 40705, Taiwan
Research Site, Recruiting, Tainan, 70403, Taiwan
Research Site, Recruiting, Taipei, 10048, Taiwan
",Yes,Yes,No,Recruiting,"Alimta, Imfinzi, Keytruda, Paraplatin, Carboplatin, MEDI5752, Pembrolizumab, Pemetrexed"
NCT03542877,"Investigating Cabozantinib in Patients With Refractory Metastatic Colorectal Cancer","Phase 2",2018-05-31,"University of Arizona, Tucson, Arizona, 85724, United States
Kenneth Norris Jr. Comprehensive Cancer Center, Los Angeles, California, 90033, United States
Universtiy of Colorado Denver, Aurora, Colorado, 80045, United States
Lone Tree Health Center, Lone Tree, Colorado, 80124, United States
Massachusetts General Hospital Cancer Center, Boston, Massachusetts, 02114, United States
Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, 08903, United States
Jefferson Abington Hospital, Abington, Pennsylvania, 19001, United States
Thomas Jefferson University, Philadelphia, Pennsylvania, 19107, United States
Fox Chase Cancer Center, Philadelphia, Pennsylvania, 19111, United States
Swedish Medical Center, Seattle, Washington, 98122, United States
",No,No,Yes,"Active, not recruiting","Oral Tablet: Cabozantinib"
NCT03545815,"Study of CRISPR-Cas9 Mediated PD-1 and TCR Gene-knocked Out Mesothelin-directed CAR-T Cells in Patients With Mesothelin Positive Multiple Solid Tumors.","Phase 1",2018-06-04,"Biotherapeutic Department and Hematology Department of Chinese PLA General Hospital, Recruiting, Beijing, 100853, China
",Yes,Yes,No,Recruiting,"anti-mesothelin CAR-T cells"
NCT03547999,"A Trial of Perioperative CV301 Vaccination in Combination With Nivolumab and Systemic Chemotherapy for Metastatic CRC","Phase 2",2018-06-06,"City of Hope, Duarte, California, 91010, United States
University of Miami, Miami, Florida, 33136, United States
University of Kansas Medical Center Research Institute, Inc., Westwood, Kansas, 66205, United States
Rutgers Cancer Institute of New Jersey, New Brunswick, New Jersey, 08903, United States
Cleveland Clinic, Cleveland, Ohio, 44195, United States
Ohio State University Comprehensive Cancer Center, Columbus, Ohio, 43210, United States
Oregon Health & Science University, Portland, Oregon, 97239, United States
",Yes,Yes,Yes,"Active, not recruiting","FPV-CV301, mFOLFOX6, MVA-BN-CV301, Nivolumab"
NCT03549000,"A Phase I/Ib Study of NZV930 Alone and in Combination With PDR001 and /or NIR178 in Patients With Advanced Malignancies.","Phase 1",2018-06-07,"H Lee Moffitt Cancer Center and Research Institute Inc, Recruiting, Tampa, Florida, 33612, United States
University of Texas MD Anderson Cancer Center MD Anderson PSC, Recruiting, Houston, Texas, 77030, United States
Novartis Investigative Site, Recruiting, Melbourne, Victoria, 3000, Australia
Novartis Investigative Site, Recruiting, Toronto, Ontario, M5G 1Z6, Canada
Novartis Investigative Site, Recruiting, Montreal, Quebec, H2W 1T8, Canada
Novartis Investigative Site, Recruiting, Chuo ku, Tokyo, 104 0045, Japan
Novartis Investigative Site, Recruiting, Singapore, 169610, Singapore
Novartis Investigative Site, Recruiting, Valencia, Comunidad Valenciana, 46010, Spain
Novartis Investigative Site, Recruiting, Madrid, 28009, Spain
Novartis Investigative Site, Recruiting, Sutton, Surrey, SM2 5PT, United Kingdom
",Yes,Yes,Yes,Recruiting,NIR178
NCT03555149,"A Study Evaluating the Efficacy and Safety of Multiple Immunotherapy-Based Treatment Combinations in Patients With Metastatic Colorectal Cancer (Morpheus-CRC)","Phase 1, Phase 2",2018-06-13,"City of Hope Comprehensive Cancer Center, Recruiting, Duarte, California, 91010, United States
Yale University, Recruiting, New Haven, Connecticut, 06511, United States
Dana Farber Cancer Institute, Completed, Boston, Massachusetts, 02215, United States
Washington University School of Medicine, Recruiting, Saint Louis, Missouri, 63110, United States
Columbia University Medical Center, Recruiting, New York, New York, 10032, United States
Memorial Sloan-Kettering Cancer Center, Recruiting, New York, New York, 10065, United States
Peter MacCallum Cancer Center, Completed, East Melbourne, Victoria, 3002, Australia
Centre Georges François Leclerc; Pharmacie des Essais Cliniques, Recruiting, Dijon Cedex, 21079, France
Centre Leon Berard, Completed, Lyon, 69008, France
Institut Claudius Regaud; Departement Oncologie Medicale, Recruiting, Toulouse, 31059, France
Institut Gustave Roussy, Recruiting, Villejuif, 94805, France
Seoul National University Hospital, Recruiting, Seoul, 03080, Korea, Republic of
Samsung Medical Center, Recruiting, Seoul, 06351, Korea, Republic of
Asan Medical Center., Recruiting, Seoul, 138-736, Korea, Republic of
Universidad de Navarra - Clinica Universitaria de Navarra (CUN), Withdrawn, Pamplona, Navarra, 31008, Spain
Hospital Universitario Vall d'Hebron, Withdrawn, Barcelona, 08035, Spain
CHUV; Departement d'Oncologie, Completed, Lausanne, 1011, Switzerland
Barts and The London School of Medicine and Dentistry - Barts Cancer Institute (BCI)-CECM, Withdrawn, London, United Kingdom
",No,No,Yes,Recruiting,"AB928, Atezolizumab, Bevacizumab, Idasanutlin, Imprime PGG, Isatuximab, Regorafenib, Selicrelumab"
NCT03565991,"Javelin BRCA/ATM: Avelumab Plus Talazoparib in Patients With BRCA or ATM Mutant Solid Tumors","Phase 2",2018-06-21,"Stanford Cancer Center, Palo Alto, California, 94304, United States
Stanford Women's Cancer Center, Palo Alto, California, 94304, United States
Stanford Healthcare, Stanford, California, 94305, United States
Stanford University School of Medicine, Stanford, California, 94305, United States
Atlanta Cancer Care -Alpharetta, Alpharetta, Georgia, 30005, United States
Northside Hospital, Inc. - GCS/Athens, Athens, Georgia, 30606, United States
Northside Hospital, Inc. - GCS/Annex, Atlanta, Georgia, 30341, United States
Atlanta Cancer Care - Atlanta, Atlanta, Georgia, 30342, United States
Northside Hospital, Inc. - Central Research Department, Atlanta, Georgia, 30342, United States
Northside Hospital, Inc. - GCS/Northside, Atlanta, Georgia, 30342, United States
Northside Hospital, Inc. - GCS/Canton, Canton, Georgia, 30114, United States
Atlanta Cancer Care - Cumming, Cumming, Georgia, 30041, United States
Atlanta Cancer Care - Decatur, Decatur, Georgia, 30033, United States
Northside Hospital, Inc.-GCS/Stemmer, Decatur, Georgia, 30033, United States
Atlanta Cancer Care - Stockbridge, Jonesboro, Georgia, 30236, United States
Northside Hospital, Inc.-GCS/Macon, Macon, Georgia, 31217, United States
Northside Hospital, Inc.-GCS/Kennestone, Marietta, Georgia, 30060, United States
Ochsner Clinic Foundation, New Orleans, Louisiana, 70121, United States
Brigham and Women's Hospital, Boston, Massachusetts, 02115, United States
Dana Farber Cancer institute, Boston, Massachusetts, 02215, United States
Siteman Cancer Center - West County, Creve Coeur, Missouri, 63141, United States
Barnes-Jewish Hospital, Saint Louis, Missouri, 63110, United States
Washington University Infusion Center Pharmacy, Saint Louis, Missouri, 63110, United States
Washington University School of Medicine, Saint Louis, Missouri, 63110, United States
Siteman Cancer Center - South County, Saint Louis, Missouri, 63129, United States
Siteman Cancer Center - North County, Saint Louis, Missouri, 63136, United States
Siteman Cancer Center - St.Peters, Saint Peters, Missouri, 63376, United States
Memorial Sloan Kettering Cancer Center- Monmouth, Middletown, New Jersey, 07748, United States
Memorial Sloan Kettering Cancer Center- Westchester, Harrison, New York, 10604, United States
Laura and Isaac Perlmutter Cancer Center at NYU Langone, New York, New York, 10016, United States
Laura and Isaac Perlmutter Cancer Center, New York, New York, 10016, United States
NY Investigational Pharmacy, New York, New York, 10016, United States
NYU Langone Medical Center, New York, New York, 10016, United States
Rockefeller Outpatient Center, New York, New York, 10022, United States
Memorial Hospital, New York, New York, 10065, United States
Memorial Sloan Kettering Cancer Center, New York, New York, 10065, United States
White Plains Hospital, White Plains, New York, 10601, United States
The Ohio State University Wexner Medical Center, Columbus, Ohio, 43210, United States
The Ohio State University, Columbus, Ohio, 43210, United States
Martha Morehouse Medical Plaza, Columbus, Ohio, 43221, United States
Stephenson Cancer Center, Oklahoma City, Oklahoma, 73104, United States
Hospital of the University of Pennsylvania/Penn Investigational Drug Services, Philadelphia, Pennsylvania, 19104, United States
Hospital of the University of Pennsylvania, Philadelphia, Pennsylvania, 19104, United States
Magee-Women's Hospital Women's Cancer Center, Pittsburgh, Pennsylvania, 15213, United States
UPMC Hillman Cancer Center, Pittsburgh, Pennsylvania, 15232, United States
Tennessee Oncology, PLLC, Chattanooga, Tennessee, 37404, United States
The Sarah Cannon Research Institute, Chattanooga, Tennessee, 37404, United States
Tennessee Oncology, PLLC, Cleveland, Tennessee, 37311, United States
Tennessee Oncology, PLLC, Dickson, Tennessee, 37055, United States
Tennessee Oncology, PLLC, Franklin, Tennessee, 37067, United States
Tennessee Oncology, PLLC, Gallatin, Tennessee, 37066, United States
Tennessee Oncology, PLLC, Hermitage, Tennessee, 37076, United States
Tennessee Oncology, PLLC, Lebanon, Tennessee, 37090, United States
Tennessee Oncology, PLLC, Murfreesboro, Tennessee, 37129, United States
Tennessee Oncology, PLLC, Nashville, Tennessee, 37203, United States
The Sarah Cannon Research Institute, Nashville, Tennessee, 37203, United States
Tennessee Oncology, PLLC, Nashville, Tennessee, 37205, United States
Tennessee Oncology, PLLC, Nashville, Tennessee, 37207, United States
Tennessee Oncology, PLLC, Nashville, Tennessee, 37211, United States
Tennessee Oncology, PLLC, Shelbyville, Tennessee, 37160, United States
Tennessee Oncology, PLLC, Smyrna, Tennessee, 37167, United States
The University of Texas, Houston, Texas, 77030, United States
Institut Jules Bordet, Brussels, 1000, Belgium
UZ Brussel, Brussel, 1090, Belgium
Universitair Ziekenhuis Antwerpen, Edegem, 2650, Belgium
Rigshospitalet, Copenhagen, 2100, Denmark
Odense University Hospital, Odense C, 5000, Denmark
Centre Jean Perrin, Clermont Ferrand, 63000, France
Groupe Hospitalier La Rochelle-Ré-Aunis, La Rochelle, 17000, France
Institut Regional du Cancer de Montpellier - ICM Val d'Aurelle, Montpellier Cedex 5, 34298, France
Presidio AO-U, Ospedali Riuniti Umberto I - G.M. Lancisi - G. Salesi, Torette Di Ancona, AN, 60123, Italy
IRCCS-Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (IRST), Meldola, FC, 47014, Italy
Azienda Socio-Sanitaria Territoriale Monza, Ospedale San Gerardo, Monza, MB, 20900, Italy
Fondazione IRCCS, Istituto Nazionale dei Tumori, Milano, MI, 20133, Italy
Istituto Europeo di Oncologia, Istituto di Ricovero e Cura a Carattere Scientifico, Milano, MI, 20141, Italy
Fondazione Pascale, IRCCS, Istituto Nazionale dei Tumori, Napoli, 80131, Italy
Azienda Policlinico Umberto I, Universita La Sapienza, Oncologia B, Roma, 00161, Italy
Fondazione Policlinico Universitario Agostino Gemelli Unità di Farmacologia Clinica, Roma, 00168, Italy
National Cancer Center Hospital East, Kashiwa, Chiba, 277-8577, Japan
Osaka International Cancer Institute, Osaka-shi, Osaka, 541-8567, Japan
National Cancer Center Hospital, Chuo-ku, Tokyo, 104-0045, Japan
Amsterdam University Medical Centre, location VUmc, Amsterdam, Noord Holland, 1081 HV, Netherlands
AMC, Amsterdam, Noord-holland, 1081 HV, Netherlands
Erasmus Universitair Medisch Centrum, Rotterdam, Zuid-holland, 3015 GD, Netherlands
Hospital Universitario Vall d'Hebron, Barcelona, 08035, Spain
H.G.U. Gregorio Maranon, Madrid, 28009, Spain
Clinica Universidad de Navarra, Madrid, 28027, Spain
H.U. Fundación Jiménez Díaz, Madrid, 28040, Spain
Hospital Universitario Virgen de Valme, Sevilla, 41014, Spain
Barts Health NHS Trust, St Bartholomew's Hospital, London, EC1A 7BE, United Kingdom
Sarah Cannon Research Institute UK, London, W1G 6AD, United Kingdom
",No,Yes,No,"Active, not recruiting","Avelumab, Talazoparib"
